group,language,birth_date,sex,country,work_place,Creazione della Safety Vision,Costante focalizzazione sulla sicurezza,Influenzare ed ispirare gli altri,Credibilità e affidabilità,Orientamento al Team,Comunicazione efficace,Feedback e riconoscimento
42,it,1966-08-16 00:00:00,Maschio,ITALIA,Ufficio,74,57,47,70,54,37,40
42,it,1975-02-20 00:00:00,Maschio,ITALIA,Ufficio,60,40,60,70,51,54,47
42,it,1961-01-27 00:00:00,Maschio,ITALIA,Ufficio,63,52,67,47,29,34,73
42,it,1974-01-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,28,80,53,63,37,53
42,it,1972-01-02 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,52,70,53,94,51,53
42,it,1970-02-10 00:00:00,Maschio,ITALIA,Ufficio,51,52,50,47,54,34,37
42,it,1978-12-10 00:00:00,Maschio,ITALIA,Ufficio,34,62,63,50,66,57,10
42,it,1985-01-28 00:00:00,Maschio,ITALIA,Ufficio,51,45,67,73,51,37,60
42,it,1971-12-07 00:00:00,Maschio,ITALIA,Ufficio,51,55,60,60,51,31,67
42,it,1994-01-28 00:00:00,Maschio,ITALIA,Ufficio,43,52,57,60,71,74,57
42,it,1964-05-06 00:00:00,Maschio,ITALIA,Ufficio,51,48,87,57,57,51,40
43,it,1975-11-11 00:00:00,Maschio,ITALIA,Altro,0,0,0,0,0,0,0
43,it,1989-02-13 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,49,72,77,60,74,40,37
43,it,1996-08-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,74,68,63,80,31,31,37
43,it,1979-03-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,80,60,17,73,80,17,27
43,it,1992-11-28 00:00:00,Femmina,ITALIA,Altro,40,45,53,73,66,83,27
43,it,1987-03-30 00:00:00,Maschio,ITALIA,Ufficio,66,28,37,50,46,60,53
43,it,1973-11-20 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,74,50,67,50,69,54,33
43,it,1975-03-23 00:00:00,Maschio,ROMANIA,Cantiere o sito operativo,63,62,23,57,49,23,67
43,it,1985-11-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
43,it,1990-04-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
43,it,1997-07-03 00:00:00,Femmina,ITALIA,Altro,57,60,43,43,69,37,47
43,it,1990-04-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
43,it,1970-12-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,60,78,57,63,51,26,47
43,it,1990-04-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,14,0,13,0,26,26,0
43,it,1975-10-27 00:00:00,Femmina,ITALIA,Ufficio,26,62,50,67,51,63,73
43,it,1992-08-12 00:00:00,Maschio,ITALIA,Ufficio,46,48,37,80,46,54,70
43,it,1993-02-19 00:00:00,Femmina,ITALIA,Ufficio,60,75,53,63,66,40,50
43,it,1976-01-23 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,83,52,27,37,69,46,53
43,it,1995-04-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,63,48,60,60,34,60,57
43,it,1985-11-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,37,60,43,70,80,29,53
43,it,1966-10-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,80,45,57,23,77,63,30
43,it,1975-11-11 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
43,it,1975-11-11 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,37,62,77,67,29,40,60
43,it,1994-03-02 00:00:00,Femmina,ITALIA,Altro,0,0,0,0,0,0,0
43,it,1974-06-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,94,50,27,37,69,34,63
43,it,1977-05-06 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,37,62,40,80,63,51,43
43,it,1983-07-06 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,40,47,37,60,40,43
43,it,1983-04-24 00:00:00,Maschio,ITALIA,Ufficio,66,57,27,57,40,46,70
43,it,1990-04-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,80,35,87,27,51,37,40
43,it,1963-12-15 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,11,20,33,13,14,17,30
43,it,1963-01-30 00:00:00,Maschio,ITALIA,Ufficio,63,48,27,80,77,60,33
43,it,1972-10-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,20,13,13,20,23,23
43,it,1972-10-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,20,60,53,63,43,46,40
43,it,1970-09-07 01:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,45,63,33,77,51,40
43,it,1982-11-21 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,43,52,80,87,80,57,27
43,it,1994-03-02 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,77,48,60,63,77,43,37
43,it,1963-12-15 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,45,60,30,74,54,40
43,it,1999-09-25 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,60,45,47,77,89,46,40
44,en,1997-09-07 00:00:00,Femmina,FRANCIA,Ufficio,26,38,57,70,71,57,40
44,en,1988-05-13 00:00:00,Femmina,FRANCIA,Ufficio,0,40,10,13,26,26,27
44,en,1995-11-07 00:00:00,Femmina,FRANCIA,Ufficio,43,52,30,33,66,43,60
44,en,1980-11-28 00:00:00,Maschio,FRANCIA,Ufficio,51,60,73,30,63,49,13
44,en,1997-11-15 00:00:00,Maschio,PORTOGALLO,Altro,23,55,57,73,60,51,37
44,en,1992-02-13 00:00:00,Maschio,FRANCIA,Ufficio,40,62,43,33,71,46,30
44,en,1999-04-14 00:00:00,Maschio,FRANCIA,Ufficio,0,0,0,0,0,0,0
44,en,1999-04-14 00:00:00,Maschio,FRANCIA,Ufficio,54,48,33,47,66,63,33
44,en,1981-05-01 00:00:00,Maschio,FRANCIA,Ufficio,17,48,53,67,86,57,67
44,en,1994-01-04 00:00:00,Maschio,FRANCIA,Ufficio,0,0,0,0,0,0,0
44,en,1996-08-15 00:00:00,Maschio,PORTOGALLO,Ufficio,31,57,60,83,71,43,37
44,it,1994-01-04 00:00:00,Maschio,FRANCIA,Ufficio,43,25,30,40,60,54,57
44,en,1971-05-24 00:00:00,Maschio,CROAZIA,Ufficio,77,65,10,47,74,49,70
44,en,1962-08-10 00:00:00,Maschio,FRANCIA,Ufficio,40,38,50,53,49,46,63
44,en,1992-07-06 00:00:00,Maschio,FRANCIA,Ufficio,51,65,77,47,60,34,53
44,en,1999-04-11 00:00:00,Maschio,FRANCIA,Ufficio,23,48,53,67,29,46,80
44,en,1988-05-13 00:00:00,Femmina,FRANCIA,Ufficio,34,52,53,33,57,43,43
44,en,2000-01-03 00:00:00,Femmina,FRANCIA,Ufficio,49,65,20,67,63,31,37
44,en,1998-06-09 00:00:00,Maschio,FRANCIA,Ufficio,37,62,53,80,60,66,43
45,it,1979-01-01 00:00:00,Maschio,ITALIA,Ufficio,37,48,40,70,40,43,77
45,it,1982-11-15 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
45,it,1982-11-15 00:00:00,Femmina,ITALIA,Ufficio,29,35,30,80,80,29,47
45,it,1964-08-26 00:00:00,Femmina,ITALIA,Ufficio,57,48,27,80,69,37,37
45,it,1967-01-10 00:00:00,Femmina,ITALIA,Ufficio,31,45,53,40,66,40,50
45,en,1996-04-27 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
45,en,1996-04-27 00:00:00,Femmina,ITALIA,Ufficio,34,50,40,60,40,51,33
45,it,1997-01-21 00:00:00,Maschio,ITALIA,Ufficio,26,38,50,53,31,49,63
45,it,1981-10-07 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
45,it,1981-10-06 00:00:00,Femmina,ITALIA,Ufficio,66,52,10,63,69,31,53
46,it,1988-10-27 00:00:00,Maschio,ITALIA,Ufficio,74,40,50,60,66,26,47
46,it,1991-03-12 00:00:00,Femmina,ITALIA,Ufficio,54,42,33,77,74,54,37
46,it,1989-08-11 00:00:00,Femmina,ITALIA,Ufficio,43,32,53,77,31,71,37
46,it,1986-06-20 00:00:00,Maschio,ITALIA,Ufficio,37,40,33,70,40,49,43
46,it,1982-09-21 00:00:00,Femmina,ITALIA,Ufficio,46,42,27,73,71,34,53
46,it,1970-04-30 00:00:00,Femmina,ITALIA,Ufficio,71,68,53,57,57,17,57
46,it,1989-10-28 00:00:00,Maschio,ITALIA,Ufficio,63,32,77,60,31,63,53
46,it,1987-08-01 00:00:00,Femmina,COLOMBIA,Ufficio,51,75,57,40,66,14,40
46,it,1995-11-09 00:00:00,Maschio,ITALIA,Ufficio,51,35,20,73,54,60,57
46,it,1976-03-07 00:00:00,Maschio,ITALIA,Ufficio,71,50,47,37,69,43,50
46,it,1980-01-03 00:00:00,Maschio,ITALIA,Ufficio,63,55,33,47,49,46,43
47,it,1981-12-04 00:00:00,Maschio,ITALIA,Ufficio,66,48,50,67,66,49,37
47,it,1988-04-18 00:00:00,Femmina,ITALIA,Ufficio,69,40,33,77,43,34,50
47,it,1982-04-01 00:00:00,Femmina,ITALIA,Ufficio,34,52,37,93,40,57,47
47,it,1999-07-06 00:00:00,Femmina,ITALIA,Ufficio,51,50,30,80,80,69,57
47,it,1972-11-28 00:00:00,Maschio,ITALIA,Ufficio,54,25,47,43,69,51,60
47,it,1978-10-18 00:00:00,Femmina,VIETNAM,Ufficio,49,45,47,40,49,49,67
47,it,2024-05-15 00:00:00,Femmina,ITALIA,Ufficio,63,52,50,33,46,43,43
47,it,1976-05-15 00:00:00,Femmina,ITALIA,Ufficio,49,50,37,67,60,26,30
47,it,1982-08-31 00:00:00,Femmina,ITALIA,Altro,46,68,43,57,37,26,67
47,it,1976-10-04 00:00:00,Maschio,ITALIA,Ufficio,49,52,57,50,63,54,43
47,it,1988-09-24 00:00:00,Maschio,ITALIA,Ufficio,80,60,10,33,80,66,53
47,it,1999-10-06 00:00:00,Femmina,ITALIA,Ufficio,60,62,67,30,60,43,30
47,it,1980-01-03 00:00:00,Maschio,ITALIA,Ufficio,40,48,50,63,23,43,67
47,it,1974-12-12 00:00:00,Femmina,ITALIA,Ufficio,57,50,33,83,37,46,60
47,it,1980-06-12 00:00:00,Maschio,ITALIA,Ufficio,49,35,77,43,69,29,47
48,en,1982-02-02 00:00:00,Maschio,AUSTRIA,Ufficio,26,48,43,67,89,54,47
48,en,1977-05-24 00:00:00,Maschio,AUSTRIA,Ufficio,43,45,37,73,74,37,70
48,en,1989-06-01 00:00:00,Maschio,AUSTRIA,Ufficio,60,35,40,53,60,69,77
48,en,1966-10-17 00:00:00,Maschio,AUSTRIA,Ufficio,40,55,40,63,60,26,40
48,de,1991-11-26 00:00:00,Femmina,AUSTRIA,Ufficio,26,52,43,63,80,54,47
48,en,1992-07-09 00:00:00,Maschio,AUSTRIA,Ufficio,69,28,50,80,23,54,57
48,en,1980-08-17 00:00:00,Maschio,UNGHERIA,Ufficio,51,62,67,37,46,31,70
48,en,1981-07-18 00:00:00,Femmina,AUSTRIA,Ufficio,23,50,40,73,57,54,63
48,de,1995-06-24 00:00:00,Maschio,AUSTRIA,Cantiere o sito operativo,40,60,63,43,17,46,87
48,en,1960-09-17 00:00:00,Maschio,AUSTRIA,Ufficio,43,60,73,43,46,54,70
48,de,1985-05-06 00:00:00,Femmina,AUSTRIA,Ufficio,23,57,33,63,74,74,73
48,en,1983-03-27 00:00:00,Maschio,AUSTRIA,Ufficio,37,52,23,43,57,66,43
48,de,1987-01-12 00:00:00,Maschio,AUSTRIA,Altro,60,42,47,60,83,43,47
48,en,1983-02-04 00:00:00,Maschio,AUSTRIA,Ufficio,63,22,53,43,66,69,70
48,en,1989-12-24 00:00:00,Maschio,AUSTRIA,Ufficio,63,38,67,80,17,51,50
48,en,1984-01-04 00:00:00,Maschio,AUSTRIA,Ufficio,51,40,23,73,60,46,40
48,en,1984-10-12 00:00:00,Femmina,UNGHERIA,Altro,0,0,0,0,0,0,0
48,en,1979-10-08 00:00:00,Maschio,UNGHERIA,Ufficio,0,0,0,0,0,0,0
48,en,1979-10-08 00:00:00,Maschio,UNGHERIA,Altro,29,45,50,57,60,31,77
48,en,1984-10-12 00:00:00,Femmina,UNGHERIA,Altro,40,62,70,67,51,31,10
49,it,1991-03-02 00:00:00,Femmina,ITALIA,Ufficio,51,40,53,17,69,71,50
49,it,1979-06-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,55,20,57,69,49,67
49,it,1978-05-21 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,26,52,37,87,80,69,27
49,it,1990-04-20 00:00:00,Maschio,ITALIA,Ufficio,46,62,53,87,54,17,57
49,it,1992-04-30 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,66,60,10,70,34,69,60
49,it,1978-05-27 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,17,55,27,90,60,51,53
49,it,1975-10-29 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
49,it,1971-06-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,57,62,27,67,71,34,60
49,it,1975-10-29 00:00:00,Femmina,ITALIA,Ufficio,54,52,53,50,66,51,40
49,it,1976-10-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,63,50,27,77,80,34,40
49,it,1976-12-07 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,49,38,53,77,69,37,60
49,en,2024-09-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
49,en,1955-11-25 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,45,53,43,49,54,83
50,it,2024-09-13 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,43,65,63,87,40,63,37
50,it,1963-09-05 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,60,20,53,73,71,77,37
50,it,1971-02-14 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,69,52,30,27,49,40,67
50,it,1983-08-24 00:00:00,Femmina,ITALIA,Ufficio,69,40,33,73,54,69,27
50,it,1985-07-18 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,57,60,67,63,26,53
50,it,1970-11-06 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,40,53,57,60,80,43
50,it,1976-10-22 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,32,73,30,51,57,57
50,it,1979-05-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,52,60,33,63,54,60
50,it,1985-08-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,62,73,67,37,80,47
50,it,1978-03-19 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,40,67,80,46,54,47
50,it,1978-10-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,71,78,33,70,49,26,37
50,it,1973-04-07 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,38,60,60,60,40,67
51,it,1973-06-12 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,55,70,53,40,29,30
51,it,1982-04-04 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,49,50,50,87,60,43,50
51,it,2000-11-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,23,45,33,77,83,63,37
51,it,1969-07-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,77,72,27,73,51,34,67
51,it,1977-02-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,50,33,50,54,54,67
51,it,1999-02-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,43,60,43,43,63,29,57
51,it,1980-02-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,45,40,73,74,51,40
51,it,1975-05-29 00:00:00,Femmina,ITALIA,Ufficio,80,57,63,53,17,31,70
51,it,1978-06-13 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,34,55,37,60,63,43,63
51,it,2000-09-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,43,52,30,77,60,60,33
51,it,1977-03-24 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,68,37,60,83,51,60
51,it,1969-12-27 00:00:00,Maschio,FRANCIA,Cantiere o sito operativo,37,55,53,70,69,54,50
51,it,1973-10-20 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
51,it,1973-10-20 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,40,60,67,46,26,50
52,it,1985-11-12 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,74,32,27,40,66,63,63
52,it,1990-06-30 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,46,55,47,67,51,49,47
52,it,1978-05-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,86,45,37,53,43,40,70
52,it,1972-06-25 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,29,62,77,73,74,31,37
52,it,1973-12-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,37,52,80,87,51,40,47
52,it,1978-05-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,100,60,37,53,34,31,57
52,it,1989-06-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,34,90,43,60,60,49,80
52,it,1978-10-27 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,74,55,87,17,29,37,63
52,it,1961-10-14 00:00:00,Maschio,ITALIA,Ufficio,54,60,10,63,60,20,57
52,it,1977-01-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
52,it,1973-07-06 00:00:00,Maschio,ITALIA,Ufficio,37,57,20,80,60,40,40
52,it,1976-01-03 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,54,35,77,63,23,40,70
52,it,1964-06-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,57,60,27,67,80,31,73
52,it,1983-12-05 00:00:00,Maschio,ITALIA,Ufficio,51,50,60,27,63,49,50
52,it,1977-01-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,9,78,63,63,51,31,60
52,it,2001-09-12 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,60,50,63,57,37,46,60
53,en,1976-04-08 00:00:00,Maschio,STATI UNITI D'AMERICA,Ufficio,63,40,70,83,71,40,47
53,en,1965-08-31 00:00:00,Maschio,AUSTRIA,Ufficio,71,32,60,83,71,51,27
53,en,1973-11-15 00:00:00,Maschio,BRASILE,Ufficio,51,65,63,27,69,57,53
53,es,1974-07-29 00:00:00,Femmina,CILE,Ufficio,69,48,53,43,83,31,70
53,en,1967-04-15 00:00:00,Maschio,CANADA,Ufficio,57,45,67,37,26,37,63
53,de,1983-05-22 00:00:00,Maschio,AUSTRIA,Cantiere o sito operativo,40,57,60,27,49,60,80
53,en,1962-12-05 00:00:00,Maschio,CINA,Ufficio,49,45,57,63,51,57,77
53,en,1964-03-28 00:00:00,Maschio,CINA,Ufficio,74,82,77,37,63,23,37
53,en,1987-08-09 00:00:00,Maschio,REPUBBLICA SLOVACCA,Ufficio,43,42,70,60,80,46,70
53,de,1970-07-14 01:00:00,Maschio,GERMANIA,Ufficio,60,57,57,70,46,31,47
53,en,1969-03-24 00:00:00,Maschio,GERMANIA,Ufficio,60,52,70,70,51,31,67
53,en,1964-04-19 00:00:00,Maschio,GERMANIA,Ufficio,49,22,70,60,80,54,50
53,en,1960-09-22 00:00:00,Maschio,SVIZZERA,Ufficio,29,42,37,50,74,14,63
53,en,1975-06-16 00:00:00,Maschio,GERMANIA,Ufficio,74,62,60,70,83,14,30
53,en,1972-09-27 00:00:00,Femmina,GERMANIA,Ufficio,37,45,33,80,69,49,63
53,de,1976-07-10 00:00:00,Maschio,AUSTRIA,Ufficio,31,55,57,53,66,43,60
53,en,1974-06-25 00:00:00,Maschio,AUSTRIA,Ufficio,6,50,37,83,57,66,27
54,en,1961-10-24 00:00:00,Maschio,AUSTRIA,Ufficio,69,40,27,63,46,49,77
54,en,1975-03-04 00:00:00,Maschio,AUSTRIA,Ufficio,60,52,43,60,77,49,47
54,en,1972-05-02 00:00:00,Maschio,AUSTRIA,Ufficio,63,22,17,80,80,57,30
54,en,1960-01-06 00:00:00,Maschio,AUSTRIA,Ufficio,31,32,47,77,74,31,43
54,en,1969-12-16 00:00:00,Maschio,GERMANIA,Ufficio,0,0,0,0,0,0,0
54,en,1974-03-09 00:00:00,Maschio,STATI UNITI D'AMERICA,Ufficio,51,38,53,83,94,26,53
54,en,1971-03-08 00:00:00,Maschio,AUSTRIA,Ufficio,77,48,37,67,80,23,60
54,en,1980-06-27 00:00:00,Maschio,AUSTRIA,Cantiere o sito operativo,40,60,60,67,66,51,33
54,de,1983-03-24 00:00:00,Femmina,ITALIA,Ufficio,63,40,63,43,60,54,60
54,en,1963-08-03 00:00:00,Maschio,STATI UNITI D'AMERICA,Ufficio,69,48,43,63,57,54,63
54,en,1991-08-01 00:00:00,Femmina,CINA,Ufficio,60,72,30,43,63,43,53
54,en,1966-11-21 00:00:00,Maschio,CINA,Ufficio,0,0,0,0,0,0,0
54,de,1969-12-16 00:00:00,Maschio,GERMANIA,Ufficio,63,72,70,43,37,26,57
54,en,1966-11-21 00:00:00,Maschio,CINA,Ufficio,43,70,67,53,49,31,40
54,de,1971-06-10 00:00:00,Maschio,AUSTRIA,Cantiere o sito operativo,54,52,70,53,14,37,33
54,en,1972-05-23 00:00:00,Maschio,AUSTRIA,Ufficio,80,48,53,43,94,26,47
54,en,1967-12-11 00:00:00,Maschio,INDIA,Ufficio,51,68,50,50,77,0,60
54,en,1967-11-14 00:00:00,Femmina,FINLANDIA,Ufficio,37,95,37,47,60,26,63
54,en,1979-08-26 00:00:00,Maschio,REPUBBLICA SLOVACCA,Ufficio,31,48,70,47,57,40,33
54,en,1983-03-29 00:00:00,Maschio,GERMANIA,Ufficio,77,30,53,43,63,46,83
54,en,1991-01-17 00:00:00,Maschio,AUSTRIA,Ufficio,66,55,40,77,26,69,43
54,en,1958-12-29 00:00:00,Maschio,INDIA,Ufficio,77,48,43,37,60,40,63
55,en,1967-10-01 00:00:00,Maschio,AUSTRIA,Ufficio,54,50,87,17,60,57,63
55,en,1970-09-12 01:00:00,Maschio,GERMANIA,Ufficio,66,45,60,43,74,51,0
55,en,1970-06-10 01:00:00,Maschio,AUSTRIA,Ufficio,54,25,43,57,71,66,30
55,en,1965-08-23 00:00:00,Maschio,DANIMARCA,Ufficio,46,55,77,47,89,66,47
55,en,1979-07-22 00:00:00,Maschio,AUSTRIA,Ufficio,31,80,43,63,37,34,93
55,en,1978-10-11 00:00:00,Maschio,AUSTRIA,Ufficio,51,32,37,77,66,49,47
55,de,1969-02-11 00:00:00,Maschio,GERMANIA,Ufficio,63,55,37,63,63,60,40
55,en,1974-07-26 00:00:00,Maschio,FINLANDIA,Ufficio,66,62,43,57,40,17,37
55,en,1968-09-04 00:00:00,Maschio,CINA,Ufficio,31,48,67,60,80,60,43
55,en,1967-03-27 00:00:00,Maschio,CINA,Ufficio,66,50,50,40,26,57,53
55,en,1968-06-15 00:00:00,Maschio,UNGHERIA,Ufficio,29,68,57,33,37,20,57
55,en,1962-05-16 00:00:00,Maschio,AUSTRIA,Ufficio,26,70,47,50,40,40,53
55,de,1979-02-03 00:00:00,Maschio,AUSTRIA,Ufficio,60,45,53,60,63,54,37
55,de,1965-01-31 00:00:00,Maschio,LUSSEMBURGO,Ufficio,71,32,73,40,37,57,80
55,en,1962-04-29 00:00:00,Maschio,GERMANIA,Ufficio,46,55,70,40,54,26,37
55,de,1971-03-10 00:00:00,Maschio,AUSTRIA,Ufficio,46,50,40,73,46,31,50
55,en,1972-08-20 00:00:00,Maschio,FINLANDIA,Ufficio,89,38,57,73,54,57,40
55,en,1971-09-28 00:00:00,Maschio,FINLANDIA,Ufficio,46,45,47,73,91,31,20
55,en,1968-09-10 00:00:00,Maschio,AUSTRIA,Ufficio,0,0,0,0,0,0,0
55,en,1989-08-26 00:00:00,Maschio,SINGAPORE,Ufficio,71,48,23,47,80,51,63
55,en,1968-09-10 00:00:00,Maschio,AUSTRIA,Ufficio,60,50,50,73,69,43,60
55,en,1974-03-14 00:00:00,Maschio,AUSTRIA,Ufficio,60,65,67,63,37,46,50
56,en,1965-10-26 00:00:00,Maschio,AUSTRIA,Ufficio,26,20,83,40,71,60,50
56,en,1965-08-17 00:00:00,Maschio,AUSTRIA,Ufficio,60,32,40,60,63,63,43
56,en,1984-06-15 00:00:00,Maschio,AUSTRIA,Ufficio,57,52,33,50,80,54,37
56,en,1974-03-19 00:00:00,Femmina,AUSTRIA,Ufficio,31,40,37,73,74,60,63
56,en,1979-02-11 00:00:00,Maschio,GERMANIA,Ufficio,69,45,27,77,60,34,70
56,en,1977-11-26 00:00:00,Maschio,BRASILE,Ufficio,74,62,40,90,37,20,40
56,en,1973-11-21 00:00:00,Maschio,CINA,Ufficio,69,45,70,30,54,57,43
56,en,1975-11-03 00:00:00,Femmina,AUSTRIA,Ufficio,83,48,70,57,74,69,47
56,en,1966-08-12 00:00:00,Maschio,FINLANDIA,Ufficio,43,40,20,57,77,49,57
56,en,1971-04-14 00:00:00,Maschio,FINLANDIA,Ufficio,43,57,57,57,26,37,57
56,en,1961-01-02 00:00:00,Maschio,CINA,Altro,63,28,30,50,69,34,57
56,en,1962-04-03 00:00:00,Maschio,INDONESIA,Ufficio,66,38,53,50,100,46,73
56,en,1975-05-11 00:00:00,Maschio,AUSTRIA,Ufficio,34,32,30,83,66,37,53
56,en,1965-09-22 00:00:00,Maschio,FINLANDIA,Ufficio,34,52,33,60,34,66,53
56,en,1969-07-09 00:00:00,Maschio,AUSTRIA,Ufficio,46,28,53,70,74,66,63
56,en,1969-02-26 00:00:00,Maschio,GERMANIA,Ufficio,54,40,53,47,69,57,63
56,en,1979-06-05 00:00:00,Maschio,FINLANDIA,Ufficio,51,55,30,73,83,54,43
56,en,1957-04-06 00:00:00,Maschio,AUSTRIA,Ufficio,31,32,43,80,66,23,40
56,en,1972-02-28 00:00:00,Maschio,FINLANDIA,Ufficio,26,42,37,60,77,66,47
56,de,1967-01-03 00:00:00,Maschio,GERMANIA,Ufficio,51,55,63,67,60,37,47
56,en,1977-04-12 00:00:00,Maschio,FINLANDIA,Ufficio,83,45,43,63,51,37,53
56,de,1965-11-12 00:00:00,Maschio,AUSTRIA,Ufficio,46,48,77,53,49,49,70
57,en,1977-09-18 00:00:00,Maschio,FRANCIA,Ufficio,60,52,60,33,69,40,30
57,en,1986-11-27 00:00:00,Maschio,FRANCIA,Ufficio,0,0,0,0,0,0,0
57,en,1986-11-27 00:00:00,Maschio,FRANCIA,Ufficio,63,40,43,70,63,49,7
57,en,1990-07-15 00:00:00,Maschio,FRANCIA,Ufficio,40,40,87,37,83,46,53
57,en,1968-02-23 00:00:00,Maschio,FRANCIA,Altro,14,22,27,10,43,34,20
57,it,1968-02-23 00:00:00,Maschio,FRANCIA,Altro,66,28,57,27,60,69,43
57,en,1997-05-01 00:00:00,Maschio,FRANCIA,Ufficio,43,50,43,23,49,69,70
57,en,1976-05-09 00:00:00,Maschio,POLONIA,Ufficio,49,55,37,47,40,57,33
57,en,1980-01-04 00:00:00,Maschio,FRANCIA,Ufficio,71,32,37,70,89,77,43
57,en,1979-05-13 00:00:00,Maschio,FRANCIA,Ufficio,40,30,53,53,46,46,27
57,en,1981-12-13 00:00:00,Femmina,FRANCIA,Ufficio,60,30,50,57,51,20,53
57,en,1999-09-08 00:00:00,Maschio,FRANCIA,Ufficio,40,55,63,43,46,57,43
58,en,1990-09-04 00:00:00,Maschio,REPUBBLICA SLOVACCA,Ufficio,71,60,40,70,29,60,33
